0.0845 	INFO 	Loaded SoundDevice with PortAudio V19.6.0-devel, revision 396fe4b6699ae929d3a685b3ef8a7e97396139a4
34.1139 	EXP 	Created stim ᚠ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='FreeMono', fontFiles=[], height=0.25, italic=False, name='stim ᚠ', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='ᚠ', units='height', win=Window(...), wrapWidth=1)
34.1222 	EXP 	Created stim ᚳ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='FreeMono', fontFiles=[], height=0.25, italic=False, name='stim ᚳ', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='ᚳ', units='height', win=Window(...), wrapWidth=1)
34.1300 	EXP 	Created stim ᚬ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='FreeMono', fontFiles=[], height=0.25, italic=False, name='stim ᚬ', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='ᚬ', units='height', win=Window(...), wrapWidth=1)
34.1387 	EXP 	Created stim ᚣ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='FreeMono', fontFiles=[], height=0.25, italic=False, name='stim ᚣ', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='ᚣ', units='height', win=Window(...), wrapWidth=1)
34.1471 	EXP 	Created stim ᛋ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='FreeMono', fontFiles=[], height=0.25, italic=False, name='stim ᛋ', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='ᛋ', units='height', win=Window(...), wrapWidth=1)
34.1551 	EXP 	Created stim ᚦ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='FreeMono', fontFiles=[], height=0.25, italic=False, name='stim ᚦ', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='ᚦ', units='height', win=Window(...), wrapWidth=1)
34.1634 	EXP 	Created stim ᛇ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='FreeMono', fontFiles=[], height=0.25, italic=False, name='stim ᛇ', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='ᛇ', units='height', win=Window(...), wrapWidth=1)
34.1652 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FBC3393048>: vertices = array([[-0.3,  0.3],
       [ 0.3,  0.3],
       [ 0.3, -0.3],
       [-0.3, -0.3]])
34.1916 	EXP 	Created slow_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='slow_text', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=array([ 1., -1., -1.]), text='Too slow.', units='norm', win=Window(...), wrapWidth=1)
34.1962 	EXP 	Created fast_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='fast_text', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=array([ 1., -1., -1.]), text='Too fast.', units='norm', win=Window(...), wrapWidth=1)
34.2033 	EXP 	Created good_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1.,  1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='good_text', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=array([-1.,  1., -1.]), text='Good timing!', units='norm', win=Window(...), wrapWidth=1)
34.2083 	EXP 	Created pause_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='pause_text', opacity=1.0, ori=0.0, pos=array([0. , 0.8]), rgb=array([1., 1., 1.]), text='Take a break!', units='norm', win=Window(...), wrapWidth=1)
34.2134 	EXP 	Created pause_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='pause_text', opacity=1.0, ori=0.0, pos=array([0. , 0.7]), rgb=array([1., 1., 1.]), text='Press ten times to continue.', units='norm', win=Window(...), wrapWidth=1)
43.0461 	WARNING 	t of last frame was 121.33ms (=1/8)
43.4076 	INFO 	Trial 0 start: 43.390915
44.4571 	EXP 	Drew image 9 at 1.049403
44.4571 	EXP 	Expected onset: 1.033333
44.4570 	EXP 	stim ᛇ: autoDraw = True
44.9234 	EXP 	slow_text: autoDraw = True
45.0234 	EXP 	stim ᛇ: autoDraw = False
45.0234 	EXP 	slow_text: autoDraw = False
45.0234 	EXP 	fast_text: autoDraw = False
45.0234 	EXP 	good_text: autoDraw = False
45.0234 	EXP 	stim ᛇ: color = [1, 1, 1]
59.4822 	INFO 	Trial 1 start: 59.465828
60.4817 	EXP 	Drew image 1 at 0.999257
60.4817 	EXP 	Expected onset: 0.983333
60.4817 	EXP 	stim ᚢ: autoDraw = True
60.9985 	EXP 	good_text: autoDraw = True
60.9985 	EXP 	stim ᚢ: color = [1, -1, -1]
61.0981 	EXP 	stim ᚢ: autoDraw = False
61.0981 	EXP 	slow_text: autoDraw = False
61.0981 	EXP 	fast_text: autoDraw = False
61.0981 	EXP 	good_text: autoDraw = False
61.0981 	EXP 	stim ᚢ: color = [1, 1, 1]
61.6311 	INFO 	Trial 2 start: 61.614475
62.4640 	EXP 	Drew image 0 at 0.832815
62.4641 	EXP 	Expected onset: 0.816667
62.4640 	EXP 	stim ᚼ: autoDraw = True
63.1470 	EXP 	good_text: autoDraw = True
63.1470 	EXP 	stim ᚼ: color = [-1, 1, -1]
63.2303 	EXP 	stim ᚼ: autoDraw = False
63.2303 	EXP 	slow_text: autoDraw = False
63.2303 	EXP 	fast_text: autoDraw = False
63.2303 	EXP 	good_text: autoDraw = False
63.2303 	EXP 	stim ᚼ: color = [1, 1, 1]
63.7633 	INFO 	Trial 3 start: 63.746561
64.4963 	EXP 	Drew image 6 at 0.733990
64.4963 	EXP 	Expected onset: 0.716667
64.4962 	EXP 	stim ᚣ: autoDraw = True
65.2791 	EXP 	good_text: autoDraw = True
65.2791 	EXP 	stim ᚣ: color = [-1, 1, -1]
65.3791 	EXP 	stim ᚣ: autoDraw = False
65.3791 	EXP 	slow_text: autoDraw = False
65.3791 	EXP 	fast_text: autoDraw = False
65.3791 	EXP 	good_text: autoDraw = False
65.3791 	EXP 	stim ᚣ: color = [1, 1, 1]
65.9121 	INFO 	Trial 4 start: 65.895391
66.5784 	EXP 	Drew image 0 at 0.666368
66.5784 	EXP 	Expected onset: 0.650000
66.5783 	EXP 	stim ᚼ: autoDraw = True
67.4278 	EXP 	fast_text: autoDraw = True
67.4278 	EXP 	stim ᚼ: color = [-1, 1, -1]
67.5279 	EXP 	stim ᚼ: autoDraw = False
67.5279 	EXP 	slow_text: autoDraw = False
67.5279 	EXP 	fast_text: autoDraw = False
67.5279 	EXP 	good_text: autoDraw = False
67.5279 	EXP 	stim ᚼ: color = [1, 1, 1]
68.0609 	INFO 	Trial 5 start: 68.044469
68.9938 	EXP 	Drew image 3 at 0.932688
68.9938 	EXP 	Expected onset: 0.916667
68.9938 	EXP 	stim ᚠ: autoDraw = True
69.5770 	EXP 	slow_text: autoDraw = True
69.6766 	EXP 	stim ᚠ: autoDraw = False
69.6766 	EXP 	slow_text: autoDraw = False
69.6766 	EXP 	fast_text: autoDraw = False
69.6766 	EXP 	good_text: autoDraw = False
69.6766 	EXP 	stim ᚠ: color = [1, 1, 1]
70.2097 	INFO 	Trial 6 start: 70.193193
70.9427 	EXP 	Drew image 6 at 0.733109
70.9427 	EXP 	Expected onset: 0.716667
70.9426 	EXP 	stim ᚣ: autoDraw = True
71.7256 	EXP 	slow_text: autoDraw = True
71.7256 	EXP 	stim ᚣ: color = [-1, 1, -1]
71.8256 	EXP 	stim ᚣ: autoDraw = False
71.8256 	EXP 	slow_text: autoDraw = False
71.8256 	EXP 	fast_text: autoDraw = False
71.8256 	EXP 	good_text: autoDraw = False
71.8256 	EXP 	stim ᚣ: color = [1, 1, 1]
72.3586 	INFO 	Trial 7 start: 72.341968
73.4746 	EXP 	Drew image 5 at 1.116166
73.4746 	EXP 	Expected onset: 1.100000
73.4745 	EXP 	stim ᚬ: autoDraw = True
73.8745 	EXP 	slow_text: autoDraw = True
73.9743 	EXP 	stim ᚬ: autoDraw = False
73.9743 	EXP 	slow_text: autoDraw = False
73.9743 	EXP 	fast_text: autoDraw = False
73.9743 	EXP 	good_text: autoDraw = False
73.9743 	EXP 	stim ᚬ: color = [1, 1, 1]
74.5075 	INFO 	Trial 8 start: 74.490805
75.3071 	EXP 	Drew image 9 at 0.799717
75.3071 	EXP 	Expected onset: 0.800000
75.3071 	EXP 	stim ᛇ: autoDraw = True
76.0234 	EXP 	slow_text: autoDraw = True
76.0234 	EXP 	stim ᛇ: color = [1, -1, -1]
76.1233 	EXP 	stim ᛇ: autoDraw = False
76.1233 	EXP 	slow_text: autoDraw = False
76.1233 	EXP 	fast_text: autoDraw = False
76.1233 	EXP 	good_text: autoDraw = False
76.1233 	EXP 	stim ᛇ: color = [1, 1, 1]
76.6563 	INFO 	Trial 9 start: 76.639534
77.7557 	EXP 	Drew image 5 at 1.099701
77.7558 	EXP 	Expected onset: 1.083333
77.7557 	EXP 	stim ᚬ: autoDraw = True
78.1721 	EXP 	slow_text: autoDraw = True
78.2555 	EXP 	stim ᚬ: autoDraw = False
78.2555 	EXP 	slow_text: autoDraw = False
78.2555 	EXP 	fast_text: autoDraw = False
78.2555 	EXP 	good_text: autoDraw = False
78.2555 	EXP 	stim ᚬ: color = [1, 1, 1]
78.7884 	INFO 	Trial 10 start: 78.771954
79.8886 	EXP 	Drew image 6 at 1.099289
79.8886 	EXP 	Expected onset: 1.083333
79.8885 	EXP 	stim ᚣ: autoDraw = True
80.3048 	EXP 	slow_text: autoDraw = True
80.4043 	EXP 	stim ᚣ: autoDraw = False
80.4043 	EXP 	slow_text: autoDraw = False
80.4043 	EXP 	fast_text: autoDraw = False
80.4043 	EXP 	good_text: autoDraw = False
80.4043 	EXP 	stim ᚣ: color = [1, 1, 1]
81.0539 	INFO 	Trial 11 start: 81.037399
82.0534 	EXP 	Drew image 6 at 0.999405
82.0534 	EXP 	Expected onset: 0.983333
82.0533 	EXP 	stim ᚣ: autoDraw = True
82.5701 	EXP 	slow_text: autoDraw = True
82.6696 	EXP 	stim ᚣ: autoDraw = False
82.6696 	EXP 	slow_text: autoDraw = False
82.6696 	EXP 	fast_text: autoDraw = False
82.6696 	EXP 	good_text: autoDraw = False
82.6696 	EXP 	stim ᚣ: color = [1, 1, 1]
83.2028 	INFO 	Trial 12 start: 83.186135
84.1858 	EXP 	Drew image 0 at 0.982736
84.1858 	EXP 	Expected onset: 0.966667
84.1857 	EXP 	stim ᚼ: autoDraw = True
84.7186 	EXP 	good_text: autoDraw = True
84.7186 	EXP 	stim ᚼ: color = [1, -1, -1]
84.8019 	EXP 	stim ᚼ: autoDraw = False
84.8019 	EXP 	slow_text: autoDraw = False
84.8019 	EXP 	fast_text: autoDraw = False
84.8019 	EXP 	good_text: autoDraw = False
84.8019 	EXP 	stim ᚼ: color = [1, 1, 1]
85.3349 	INFO 	Trial 13 start: 85.318264
86.1013 	EXP 	Drew image 6 at 0.766247
86.1013 	EXP 	Expected onset: 0.750000
86.1012 	EXP 	stim ᚣ: autoDraw = True
86.8340 	EXP 	good_text: autoDraw = True
86.8340 	EXP 	stim ᚣ: color = [1, -1, -1]
86.9340 	EXP 	stim ᚣ: autoDraw = False
86.9340 	EXP 	slow_text: autoDraw = False
86.9340 	EXP 	fast_text: autoDraw = False
86.9340 	EXP 	good_text: autoDraw = False
86.9340 	EXP 	stim ᚣ: color = [1, 1, 1]
87.4505 	INFO 	Trial 14 start: 87.433895
88.4499 	EXP 	Drew image 2 at 0.999918
88.4499 	EXP 	Expected onset: 1.000000
88.4499 	EXP 	stim ᚻ: autoDraw = True
88.9666 	EXP 	slow_text: autoDraw = True
89.0663 	EXP 	stim ᚻ: autoDraw = False
89.0663 	EXP 	slow_text: autoDraw = False
89.0663 	EXP 	fast_text: autoDraw = False
89.0663 	EXP 	good_text: autoDraw = False
89.0663 	EXP 	stim ᚻ: color = [1, 1, 1]
89.5993 	INFO 	Trial 15 start: 89.582749
90.4489 	EXP 	Drew image 3 at 0.849490
90.4489 	EXP 	Expected onset: 0.833333
90.4488 	EXP 	stim ᚠ: autoDraw = True
91.1152 	EXP 	slow_text: autoDraw = True
91.1152 	EXP 	stim ᚠ: color = [1, -1, -1]
91.2151 	EXP 	stim ᚠ: autoDraw = False
91.2151 	EXP 	slow_text: autoDraw = False
91.2151 	EXP 	fast_text: autoDraw = False
91.2151 	EXP 	good_text: autoDraw = False
91.2151 	EXP 	stim ᚠ: color = [1, 1, 1]
91.7482 	INFO 	Trial 16 start: 91.731532
92.8477 	EXP 	Drew image 5 at 1.099454
92.8477 	EXP 	Expected onset: 1.100000
92.8476 	EXP 	stim ᚬ: autoDraw = True
93.2640 	EXP 	slow_text: autoDraw = True
93.3640 	EXP 	stim ᚬ: autoDraw = False
93.3640 	EXP 	slow_text: autoDraw = False
93.3640 	EXP 	fast_text: autoDraw = False
93.3640 	EXP 	good_text: autoDraw = False
93.3640 	EXP 	stim ᚬ: color = [1, 1, 1]
93.8970 	INFO 	Trial 17 start: 93.880325
94.5799 	EXP 	Drew image 7 at 0.683636
94.5800 	EXP 	Expected onset: 0.683333
94.5799 	EXP 	stim ᛋ: autoDraw = True
95.4129 	EXP 	good_text: autoDraw = True
95.4129 	EXP 	stim ᛋ: color = [1, -1, -1]
95.5128 	EXP 	stim ᛋ: autoDraw = False
95.5128 	EXP 	slow_text: autoDraw = False
95.5128 	EXP 	fast_text: autoDraw = False
95.5128 	EXP 	good_text: autoDraw = False
95.5128 	EXP 	stim ᛋ: color = [1, 1, 1]
96.0459 	INFO 	Trial 18 start: 96.029164
97.1119 	EXP 	Drew image 9 at 1.066378
97.1120 	EXP 	Expected onset: 1.050000
97.1119 	EXP 	stim ᛇ: autoDraw = True
97.5617 	EXP 	good_text: autoDraw = True
97.5617 	EXP 	stim ᛇ: color = [1, -1, -1]
97.6620 	EXP 	stim ᛇ: autoDraw = False
97.6620 	EXP 	slow_text: autoDraw = False
97.6620 	EXP 	fast_text: autoDraw = False
97.6620 	EXP 	good_text: autoDraw = False
97.6620 	EXP 	stim ᛇ: color = [1, 1, 1]
98.1781 	INFO 	Trial 19 start: 98.161763
98.9777 	EXP 	Drew image 5 at 0.799110
98.9777 	EXP 	Expected onset: 0.783333
98.9776 	EXP 	stim ᚬ: autoDraw = True
99.6943 	EXP 	good_text: autoDraw = True
99.6943 	EXP 	stim ᚬ: color = [1, -1, -1]
99.7938 	EXP 	stim ᚬ: autoDraw = False
99.7938 	EXP 	slow_text: autoDraw = False
99.7938 	EXP 	fast_text: autoDraw = False
99.7938 	EXP 	good_text: autoDraw = False
99.7938 	EXP 	stim ᚬ: color = [1, 1, 1]
100.3102 	INFO 	Trial 20 start: 100.293462
101.3930 	EXP 	Drew image 6 at 1.083083
101.3930 	EXP 	Expected onset: 1.083333
101.3930 	EXP 	stim ᚣ: autoDraw = True
101.8259 	EXP 	good_text: autoDraw = True
101.8259 	EXP 	stim ᚣ: color = [1, -1, -1]
101.9261 	EXP 	stim ᚣ: autoDraw = False
101.9261 	EXP 	slow_text: autoDraw = False
101.9261 	EXP 	fast_text: autoDraw = False
101.9261 	EXP 	good_text: autoDraw = False
101.9261 	EXP 	stim ᚣ: color = [1, 1, 1]
102.4590 	INFO 	Trial 21 start: 102.442347
103.1254 	EXP 	Drew image 3 at 0.666451
103.1254 	EXP 	Expected onset: 0.650000
103.1253 	EXP 	stim ᚠ: autoDraw = True
103.9749 	EXP 	good_text: autoDraw = True
103.9749 	EXP 	stim ᚠ: color = [1, -1, -1]
104.0748 	EXP 	stim ᚠ: autoDraw = False
104.0748 	EXP 	slow_text: autoDraw = False
104.0748 	EXP 	fast_text: autoDraw = False
104.0748 	EXP 	good_text: autoDraw = False
104.0748 	EXP 	stim ᚠ: color = [1, 1, 1]
104.6079 	INFO 	Trial 22 start: 104.591176
105.4412 	EXP 	Drew image 5 at 0.832932
105.4412 	EXP 	Expected onset: 0.816667
105.4412 	EXP 	stim ᚬ: autoDraw = True
106.1236 	EXP 	slow_text: autoDraw = True
106.1236 	EXP 	stim ᚬ: color = [1, -1, -1]
106.2237 	EXP 	stim ᚬ: autoDraw = False
106.2237 	EXP 	slow_text: autoDraw = False
106.2237 	EXP 	fast_text: autoDraw = False
106.2237 	EXP 	good_text: autoDraw = False
106.2237 	EXP 	stim ᚬ: color = [1, 1, 1]
106.7402 	INFO 	Trial 23 start: 106.723355
107.8395 	EXP 	Drew image 4 at 1.099503
107.8395 	EXP 	Expected onset: 1.083333
107.8395 	EXP 	stim ᚳ: autoDraw = True
108.2559 	EXP 	slow_text: autoDraw = True
108.3560 	EXP 	stim ᚳ: autoDraw = False
108.3560 	EXP 	slow_text: autoDraw = False
108.3560 	EXP 	fast_text: autoDraw = False
108.3560 	EXP 	good_text: autoDraw = False
108.3560 	EXP 	stim ᚳ: color = [1, 1, 1]
161.8103 	INFO 	Trial 24 start: 161.793550
162.5432 	EXP 	Drew image 2 at 0.733909
162.5432 	EXP 	Expected onset: 0.716667
162.5431 	EXP 	stim ᚻ: autoDraw = True
163.3095 	EXP 	good_text: autoDraw = True
163.3095 	EXP 	stim ᚻ: color = [-1, 1, -1]
163.4102 	EXP 	stim ᚻ: autoDraw = False
163.4102 	EXP 	slow_text: autoDraw = False
163.4102 	EXP 	fast_text: autoDraw = False
163.4102 	EXP 	good_text: autoDraw = False
163.4102 	EXP 	stim ᚻ: color = [1, 1, 1]
163.9430 	INFO 	Trial 25 start: 163.926044
164.6922 	EXP 	Drew image 2 at 0.749854
164.6922 	EXP 	Expected onset: 0.733333
164.6921 	EXP 	stim ᚻ: autoDraw = True
165.4584 	EXP 	good_text: autoDraw = True
165.4584 	EXP 	stim ᚻ: color = [-1, 1, -1]
165.5585 	EXP 	stim ᚻ: autoDraw = False
165.5585 	EXP 	slow_text: autoDraw = False
165.5585 	EXP 	fast_text: autoDraw = False
165.5585 	EXP 	good_text: autoDraw = False
165.5585 	EXP 	stim ᚻ: color = [1, 1, 1]
166.0914 	INFO 	Trial 26 start: 166.074676
166.7577 	EXP 	Drew image 8 at 0.667275
166.7577 	EXP 	Expected onset: 0.666667
166.7577 	EXP 	stim ᚦ: autoDraw = True
167.6072 	EXP 	slow_text: autoDraw = True
167.6072 	EXP 	stim ᚦ: color = [1, -1, -1]
167.7073 	EXP 	stim ᚦ: autoDraw = False
167.7073 	EXP 	slow_text: autoDraw = False
167.7073 	EXP 	fast_text: autoDraw = False
167.7073 	EXP 	good_text: autoDraw = False
167.7073 	EXP 	stim ᚦ: color = [1, 1, 1]
168.2403 	INFO 	Trial 27 start: 168.223539
169.1235 	EXP 	Drew image 5 at 0.882812
169.1235 	EXP 	Expected onset: 0.866667
169.1235 	EXP 	stim ᚬ: autoDraw = True
169.7559 	EXP 	slow_text: autoDraw = True
169.8394 	EXP 	stim ᚬ: autoDraw = False
169.8394 	EXP 	slow_text: autoDraw = False
169.8394 	EXP 	fast_text: autoDraw = False
169.8394 	EXP 	good_text: autoDraw = False
169.8394 	EXP 	stim ᚬ: color = [1, 1, 1]
170.4390 	INFO 	Trial 28 start: 170.422360
171.1554 	EXP 	Drew image 0 at 0.716260
171.1554 	EXP 	Expected onset: 0.700000
171.1553 	EXP 	stim ᚼ: autoDraw = True
171.9551 	EXP 	good_text: autoDraw = True
171.9551 	EXP 	stim ᚼ: color = [-1, 1, -1]
172.0549 	EXP 	stim ᚼ: autoDraw = False
172.0549 	EXP 	slow_text: autoDraw = False
172.0549 	EXP 	fast_text: autoDraw = False
172.0549 	EXP 	good_text: autoDraw = False
172.0549 	EXP 	stim ᚼ: color = [1, 1, 1]
172.5713 	INFO 	Trial 29 start: 172.554504
173.6540 	EXP 	Drew image 6 at 1.083672
173.6540 	EXP 	Expected onset: 1.083333
173.6540 	EXP 	stim ᚣ: autoDraw = True
174.0871 	EXP 	slow_text: autoDraw = True
174.1870 	EXP 	stim ᚣ: autoDraw = False
174.1870 	EXP 	slow_text: autoDraw = False
174.1870 	EXP 	fast_text: autoDraw = False
174.1870 	EXP 	good_text: autoDraw = False
174.1870 	EXP 	stim ᚣ: color = [1, 1, 1]
174.8034 	INFO 	Trial 30 start: 174.786598
175.6196 	EXP 	Drew image 9 at 0.816617
175.6196 	EXP 	Expected onset: 0.816667
175.6195 	EXP 	stim ᛇ: autoDraw = True
176.3191 	EXP 	slow_text: autoDraw = True
176.3191 	EXP 	stim ᛇ: color = [-1, 1, -1]
176.4194 	EXP 	stim ᛇ: autoDraw = False
176.4194 	EXP 	slow_text: autoDraw = False
176.4194 	EXP 	fast_text: autoDraw = False
176.4194 	EXP 	good_text: autoDraw = False
176.4194 	EXP 	stim ᛇ: color = [1, 1, 1]
176.9521 	INFO 	Trial 31 start: 176.935602
177.8524 	EXP 	Drew image 3 at 0.899384
177.8525 	EXP 	Expected onset: 0.883333
177.8524 	EXP 	stim ᚠ: autoDraw = True
178.4681 	EXP 	slow_text: autoDraw = True
178.4681 	EXP 	stim ᚠ: color = [1, -1, -1]
178.5854 	WARNING 	t of last frame was 34.04ms (=1/29)
178.5854 	EXP 	stim ᚠ: autoDraw = False
178.5854 	EXP 	slow_text: autoDraw = False
178.5854 	EXP 	fast_text: autoDraw = False
178.5854 	EXP 	good_text: autoDraw = False
178.5854 	EXP 	stim ᚠ: color = [1, 1, 1]
179.1010 	INFO 	Trial 32 start: 179.084379
179.8847 	EXP 	Drew image 2 at 0.782861
179.8847 	EXP 	Expected onset: 0.766667
179.8847 	EXP 	stim ᚻ: autoDraw = True
180.6169 	EXP 	slow_text: autoDraw = True
180.6169 	EXP 	stim ᚻ: color = [-1, 1, -1]
180.7169 	EXP 	stim ᚻ: autoDraw = False
180.7169 	EXP 	slow_text: autoDraw = False
180.7169 	EXP 	fast_text: autoDraw = False
180.7169 	EXP 	good_text: autoDraw = False
180.7169 	EXP 	stim ᚻ: color = [1, 1, 1]
181.2499 	INFO 	Trial 33 start: 181.233200
182.3332 	EXP 	Drew image 5 at 1.082725
182.3332 	EXP 	Expected onset: 1.066667
182.3332 	EXP 	stim ᚬ: autoDraw = True
182.7658 	EXP 	slow_text: autoDraw = True
182.8489 	EXP 	stim ᚬ: autoDraw = False
182.8489 	EXP 	slow_text: autoDraw = False
182.8489 	EXP 	fast_text: autoDraw = False
182.8489 	EXP 	good_text: autoDraw = False
182.8489 	EXP 	stim ᚬ: color = [1, 1, 1]
183.3820 	INFO 	Trial 34 start: 183.365678
183.9984 	EXP 	Drew image 6 at 0.616669
183.9984 	EXP 	Expected onset: 0.616667
183.9983 	EXP 	stim ᚣ: autoDraw = True
184.8978 	EXP 	good_text: autoDraw = True
184.8978 	EXP 	stim ᚣ: color = [1, -1, -1]
184.9978 	EXP 	stim ᚣ: autoDraw = False
184.9978 	EXP 	slow_text: autoDraw = False
184.9978 	EXP 	fast_text: autoDraw = False
