0.0718 	INFO 	Loaded SoundDevice with PortAudio V19.6.0-devel, revision 396fe4b6699ae929d3a685b3ef8a7e97396139a4
33.3046 	EXP 	stim 6: fillColor = [1, -1, -1]
33.4045 	EXP 	stim 6: autoDraw = False
33.4045 	EXP 	slow_text: autoDraw = False
33.4045 	EXP 	fast_text: autoDraw = False
33.4045 	EXP 	good_text: autoDraw = False
33.4045 	EXP 	stim 6: fillColor = [1, 1, 1]
33.9209 	INFO 	Trial 4 start: 33.904308
34.6205 	EXP 	Drew image 3 at 0.699660
34.6205 	EXP 	Expected onset: 0.700000
34.6205 	EXP 	stim 3: autoDraw = True
35.4369 	EXP 	good_text: autoDraw = True
35.4369 	EXP 	stim 3: fillColor = [-1, 1, -1]
35.5366 	EXP 	stim 3: autoDraw = False
35.5366 	EXP 	slow_text: autoDraw = False
35.5366 	EXP 	fast_text: autoDraw = False
35.5366 	EXP 	good_text: autoDraw = False
35.5366 	EXP 	stim 3: fillColor = [1, 1, 1]
36.0697 	INFO 	Trial 5 start: 36.053030
37.1025 	EXP 	Drew image 2 at 1.033753
37.1025 	EXP 	Expected onset: 1.033333
37.1024 	EXP 	stim 2: autoDraw = True
37.5858 	EXP 	good_text: autoDraw = True
37.5858 	EXP 	stim 2: fillColor = [1, -1, -1]
37.6854 	EXP 	stim 2: autoDraw = False
37.6854 	EXP 	slow_text: autoDraw = False
37.6854 	EXP 	fast_text: autoDraw = False
37.6854 	EXP 	good_text: autoDraw = False
37.6854 	EXP 	stim 2: fillColor = [1, 1, 1]
38.2022 	INFO 	Trial 6 start: 38.185221
39.1680 	EXP 	Drew image 6 at 0.966161
39.1680 	EXP 	Expected onset: 0.950000
39.1680 	EXP 	stim 6: autoDraw = True
39.7177 	EXP 	slow_text: autoDraw = True
39.7177 	EXP 	stim 6: fillColor = [1, -1, -1]
39.8177 	EXP 	stim 6: autoDraw = False
39.8177 	EXP 	slow_text: autoDraw = False
39.8177 	EXP 	fast_text: autoDraw = False
39.8177 	EXP 	good_text: autoDraw = False
39.8177 	EXP 	stim 6: fillColor = [1, 1, 1]
40.3341 	INFO 	Trial 7 start: 40.317477
41.4001 	EXP 	Drew image 3 at 1.066643
41.4001 	EXP 	Expected onset: 1.050000
41.4000 	EXP 	stim 3: autoDraw = True
41.8500 	EXP 	good_text: autoDraw = True
41.8500 	EXP 	stim 3: fillColor = [1, -1, -1]
41.9333 	EXP 	stim 3: autoDraw = False
41.9333 	EXP 	slow_text: autoDraw = False
41.9333 	EXP 	fast_text: autoDraw = False
41.9333 	EXP 	good_text: autoDraw = False
41.9333 	EXP 	stim 3: fillColor = [1, 1, 1]
42.4663 	INFO 	Trial 8 start: 42.450089
43.1991 	EXP 	Drew image 0 at 0.732767
43.1991 	EXP 	Expected onset: 0.716667
43.1991 	EXP 	stim 0: autoDraw = True
43.9821 	EXP 	good_text: autoDraw = True
43.9821 	EXP 	stim 0: fillColor = [-1, 1, -1]
44.0821 	EXP 	stim 0: autoDraw = False
44.0821 	EXP 	slow_text: autoDraw = False
44.0821 	EXP 	fast_text: autoDraw = False
44.0821 	EXP 	good_text: autoDraw = False
44.0821 	EXP 	stim 0: fillColor = [1, 1, 1]
44.6151 	INFO 	Trial 9 start: 44.598278
45.6479 	EXP 	Drew image 0 at 1.033866
45.6479 	EXP 	Expected onset: 1.016667
45.6479 	EXP 	stim 0: autoDraw = True
46.1310 	EXP 	good_text: autoDraw = True
46.1310 	EXP 	stim 0: fillColor = [1, -1, -1]
46.2308 	EXP 	stim 0: autoDraw = False
46.2308 	EXP 	slow_text: autoDraw = False
46.2308 	EXP 	fast_text: autoDraw = False
46.2308 	EXP 	good_text: autoDraw = False
46.2308 	EXP 	stim 0: fillColor = [1, 1, 1]
46.7474 	INFO 	Trial 10 start: 46.730576
47.3802 	EXP 	Drew image 9 at 0.633512
47.3802 	EXP 	Expected onset: 0.633333
47.3801 	EXP 	stim 9: autoDraw = True
48.2630 	EXP 	good_text: autoDraw = True
48.2630 	EXP 	stim 9: fillColor = [-1, 1, -1]
48.3632 	EXP 	stim 9: autoDraw = False
48.3632 	EXP 	slow_text: autoDraw = False
48.3632 	EXP 	fast_text: autoDraw = False
48.3632 	EXP 	good_text: autoDraw = False
48.3632 	EXP 	stim 9: fillColor = [1, 1, 1]
48.8795 	INFO 	Trial 11 start: 48.862862
49.9788 	EXP 	Drew image 4 at 1.100113
49.9788 	EXP 	Expected onset: 1.100000
49.9788 	EXP 	stim 4: autoDraw = True
50.3952 	EXP 	good_text: autoDraw = True
50.3952 	EXP 	stim 4: fillColor = [1, -1, -1]
50.4955 	EXP 	stim 4: autoDraw = False
50.4955 	EXP 	slow_text: autoDraw = False
50.4955 	EXP 	fast_text: autoDraw = False
50.4955 	EXP 	good_text: autoDraw = False
50.4955 	EXP 	stim 4: fillColor = [1, 1, 1]
51.0117 	INFO 	Trial 12 start: 50.995302
51.6613 	EXP 	Drew image 6 at 0.649208
51.6613 	EXP 	Expected onset: 0.633333
51.6613 	EXP 	stim 6: autoDraw = True
52.5108 	EXP 	good_text: autoDraw = True
52.5108 	EXP 	stim 6: fillColor = [-1, 1, -1]
52.6115 	EXP 	stim 6: autoDraw = False
52.6115 	EXP 	slow_text: autoDraw = False
52.6115 	EXP 	fast_text: autoDraw = False
52.6115 	EXP 	good_text: autoDraw = False
52.6115 	EXP 	stim 6: fillColor = [1, 1, 1]
53.1438 	INFO 	Trial 13 start: 53.127049
53.8600 	EXP 	Drew image 4 at 0.716510
53.8601 	EXP 	Expected onset: 0.700000
53.8600 	EXP 	stim 4: autoDraw = True
54.6596 	EXP 	good_text: autoDraw = True
54.6596 	EXP 	stim 4: fillColor = [-1, 1, -1]
54.7597 	EXP 	stim 4: autoDraw = False
54.7597 	EXP 	slow_text: autoDraw = False
54.7597 	EXP 	fast_text: autoDraw = False
54.7597 	EXP 	good_text: autoDraw = False
54.7597 	EXP 	stim 4: fillColor = [1, 1, 1]
55.2765 	INFO 	Trial 14 start: 55.259809
56.1589 	EXP 	Drew image 4 at 0.882409
56.1589 	EXP 	Expected onset: 0.866667
56.1589 	EXP 	stim 4: autoDraw = True
56.7918 	EXP 	good_text: autoDraw = True
56.7918 	EXP 	stim 4: fillColor = [-1, 1, -1]
56.8756 	EXP 	stim 4: autoDraw = False
56.8756 	EXP 	slow_text: autoDraw = False
56.8756 	EXP 	fast_text: autoDraw = False
56.8756 	EXP 	good_text: autoDraw = False
56.8756 	EXP 	stim 4: fillColor = [1, 1, 1]
57.4082 	INFO 	Trial 15 start: 57.391887
58.4750 	EXP 	Drew image 8 at 1.065624
58.4750 	EXP 	Expected onset: 1.050000
58.4749 	EXP 	stim 8: autoDraw = True
58.9244 	EXP 	good_text: autoDraw = True
58.9244 	EXP 	stim 8: fillColor = [1, -1, -1]
59.0240 	EXP 	stim 8: autoDraw = False
59.0240 	EXP 	slow_text: autoDraw = False
59.0240 	EXP 	fast_text: autoDraw = False
59.0240 	EXP 	good_text: autoDraw = False
59.0240 	EXP 	stim 8: fillColor = [1, 1, 1]
59.5571 	INFO 	Trial 16 start: 59.540351
60.5899 	EXP 	Drew image 5 at 1.032778
60.5899 	EXP 	Expected onset: 1.016667
60.5899 	EXP 	stim 5: autoDraw = True
61.0729 	EXP 	slow_text: autoDraw = True
61.0729 	EXP 	stim 5: fillColor = [1, -1, -1]
61.1728 	EXP 	stim 5: autoDraw = False
61.1728 	EXP 	slow_text: autoDraw = False
61.1728 	EXP 	fast_text: autoDraw = False
61.1728 	EXP 	good_text: autoDraw = False
61.1728 	EXP 	stim 5: fillColor = [1, 1, 1]
61.6894 	INFO 	Trial 17 start: 61.672551
62.6062 	EXP 	Drew image 5 at 0.916172
62.6062 	EXP 	Expected onset: 0.900000
62.6062 	EXP 	stim 5: autoDraw = True
63.2050 	EXP 	good_text: autoDraw = True
63.2050 	EXP 	stim 5: fillColor = [-1, 1, -1]
63.3051 	EXP 	stim 5: autoDraw = False
63.3051 	EXP 	slow_text: autoDraw = False
63.3051 	EXP 	fast_text: autoDraw = False
63.3051 	EXP 	good_text: autoDraw = False
63.3051 	EXP 	stim 5: fillColor = [1, 1, 1]
63.8381 	INFO 	Trial 18 start: 63.821361
64.7709 	EXP 	Drew image 7 at 0.932905
64.7709 	EXP 	Expected onset: 0.916667
64.7709 	EXP 	stim 7: autoDraw = True
65.3542 	EXP 	good_text: autoDraw = True
65.3542 	EXP 	stim 7: fillColor = [-1, 1, -1]
65.4543 	EXP 	stim 7: autoDraw = False
65.4543 	EXP 	slow_text: autoDraw = False
65.4543 	EXP 	fast_text: autoDraw = False
65.4543 	EXP 	good_text: autoDraw = False
65.4543 	EXP 	stim 7: fillColor = [1, 1, 1]
65.9703 	INFO 	Trial 19 start: 65.953609
66.6864 	EXP 	Drew image 6 at 0.716659
66.6865 	EXP 	Expected onset: 0.700000
66.6864 	EXP 	stim 6: autoDraw = True
67.4861 	EXP 	good_text: autoDraw = True
67.4861 	EXP 	stim 6: fillColor = [-1, 1, -1]
67.5866 	EXP 	stim 6: autoDraw = False
67.5866 	EXP 	slow_text: autoDraw = False
67.5866 	EXP 	fast_text: autoDraw = False
67.5866 	EXP 	good_text: autoDraw = False
67.5866 	EXP 	stim 6: fillColor = [1, 1, 1]
68.1191 	INFO 	Trial 20 start: 68.102397
68.9354 	EXP 	Drew image 3 at 0.816233
68.9354 	EXP 	Expected onset: 0.800000
68.9354 	EXP 	stim 3: autoDraw = True
69.6349 	EXP 	good_text: autoDraw = True
69.6349 	EXP 	stim 3: fillColor = [-1, 1, -1]
69.7351 	EXP 	stim 3: autoDraw = False
69.7351 	EXP 	slow_text: autoDraw = False
69.7351 	EXP 	fast_text: autoDraw = False
69.7351 	EXP 	good_text: autoDraw = False
69.7351 	EXP 	stim 3: fillColor = [1, 1, 1]
70.2683 	INFO 	Trial 21 start: 70.251263
71.1176 	EXP 	Drew image 7 at 0.849529
71.1176 	EXP 	Expected onset: 0.833333
71.1175 	EXP 	stim 7: autoDraw = True
71.7837 	EXP 	good_text: autoDraw = True
71.7837 	EXP 	stim 7: fillColor = [1, -1, -1]
71.8838 	EXP 	stim 7: autoDraw = False
71.8838 	EXP 	slow_text: autoDraw = False
71.8838 	EXP 	fast_text: autoDraw = False
71.8838 	EXP 	good_text: autoDraw = False
71.8838 	EXP 	stim 7: fillColor = [1, 1, 1]
72.4169 	INFO 	Trial 22 start: 72.400068
73.3495 	EXP 	Drew image 5 at 0.933004
73.3496 	EXP 	Expected onset: 0.933333
73.3495 	EXP 	stim 5: autoDraw = True
73.9325 	EXP 	good_text: autoDraw = True
73.9325 	EXP 	stim 5: fillColor = [-1, 1, -1]
74.0331 	EXP 	stim 5: autoDraw = False
74.0331 	EXP 	slow_text: autoDraw = False
74.0331 	EXP 	fast_text: autoDraw = False
74.0331 	EXP 	good_text: autoDraw = False
74.0331 	EXP 	stim 5: fillColor = [1, 1, 1]
74.5656 	INFO 	Trial 23 start: 74.548930
75.6818 	EXP 	Drew image 7 at 1.116044
75.6818 	EXP 	Expected onset: 1.100000
75.6817 	EXP 	stim 7: autoDraw = True
76.0815 	EXP 	good_text: autoDraw = True
76.0815 	EXP 	stim 7: fillColor = [1, -1, -1]
76.1814 	EXP 	stim 7: autoDraw = False
76.1814 	EXP 	slow_text: autoDraw = False
76.1814 	EXP 	fast_text: autoDraw = False
76.1814 	EXP 	good_text: autoDraw = False
76.1814 	EXP 	stim 7: fillColor = [1, 1, 1]
76.7146 	INFO 	Trial 24 start: 76.697752
77.3807 	EXP 	Drew image 3 at 0.666333
77.3807 	EXP 	Expected onset: 0.650000
77.3806 	EXP 	stim 3: autoDraw = True
78.2303 	EXP 	good_text: autoDraw = True
78.2303 	EXP 	stim 3: fillColor = [-1, 1, -1]
78.3303 	EXP 	stim 3: autoDraw = False
78.3303 	EXP 	slow_text: autoDraw = False
78.3303 	EXP 	fast_text: autoDraw = False
78.3303 	EXP 	good_text: autoDraw = False
78.3303 	EXP 	stim 3: fillColor = [1, 1, 1]
78.8634 	INFO 	Trial 25 start: 78.846622
79.9792 	EXP 	Drew image 9 at 1.116178
79.9793 	EXP 	Expected onset: 1.100000
79.9792 	EXP 	stim 9: autoDraw = True
80.3795 	EXP 	good_text: autoDraw = True
80.3795 	EXP 	stim 9: fillColor = [1, -1, -1]
80.4790 	EXP 	stim 9: autoDraw = False
80.4790 	EXP 	slow_text: autoDraw = False
80.4790 	EXP 	fast_text: autoDraw = False
80.4790 	EXP 	good_text: autoDraw = False
80.4790 	EXP 	stim 9: fillColor = [1, 1, 1]
81.0122 	INFO 	Trial 26 start: 80.995517
81.7784 	EXP 	Drew image 1 at 0.766590
81.7784 	EXP 	Expected onset: 0.766667
81.7784 	EXP 	stim 1: autoDraw = True
82.5280 	EXP 	good_text: autoDraw = True
82.5280 	EXP 	stim 1: fillColor = [1, -1, -1]
82.6279 	EXP 	stim 1: autoDraw = False
82.6279 	EXP 	slow_text: autoDraw = False
82.6279 	EXP 	fast_text: autoDraw = False
82.6279 	EXP 	good_text: autoDraw = False
82.6279 	EXP 	stim 1: fillColor = [1, 1, 1]
83.1443 	INFO 	Trial 27 start: 83.127503
83.9939 	EXP 	Drew image 9 at 0.849658
83.9939 	EXP 	Expected onset: 0.833333
83.9939 	EXP 	stim 9: autoDraw = True
84.6601 	EXP 	good_text: autoDraw = True
84.6601 	EXP 	stim 9: fillColor = [-1, 1, -1]
84.7605 	EXP 	stim 9: autoDraw = False
84.7605 	EXP 	slow_text: autoDraw = False
84.7605 	EXP 	fast_text: autoDraw = False
84.7605 	EXP 	good_text: autoDraw = False
84.7605 	EXP 	stim 9: fillColor = [1, 1, 1]
85.2932 	INFO 	Trial 28 start: 85.276444
86.1927 	EXP 	Drew image 1 at 0.899667
86.1927 	EXP 	Expected onset: 0.883333
86.1926 	EXP 	stim 1: autoDraw = True
86.8090 	EXP 	good_text: autoDraw = True
86.8090 	EXP 	stim 1: fillColor = [-1, 1, -1]
86.9091 	EXP 	stim 1: autoDraw = False
86.9091 	EXP 	slow_text: autoDraw = False
86.9091 	EXP 	fast_text: autoDraw = False
86.9091 	EXP 	good_text: autoDraw = False
86.9091 	EXP 	stim 1: fillColor = [1, 1, 1]
87.4419 	INFO 	Trial 29 start: 87.425263
88.0584 	EXP 	Drew image 8 at 0.616443
88.0584 	EXP 	Expected onset: 0.616667
88.0583 	EXP 	stim 8: autoDraw = True
88.9577 	EXP 	good_text: autoDraw = True
88.9577 	EXP 	stim 8: fillColor = [-1, 1, -1]
89.0578 	EXP 	stim 8: autoDraw = False
89.0578 	EXP 	slow_text: autoDraw = False
89.0578 	EXP 	fast_text: autoDraw = False
89.0578 	EXP 	good_text: autoDraw = False
89.0578 	EXP 	stim 8: fillColor = [1, 1, 1]
89.5913 	INFO 	Trial 30 start: 89.574149
90.6240 	EXP 	Drew image 8 at 1.032743
90.6240 	EXP 	Expected onset: 1.016667
90.6239 	EXP 	stim 8: autoDraw = True
91.1070 	EXP 	good_text: autoDraw = True
91.1070 	EXP 	stim 8: fillColor = [1, -1, -1]
91.2066 	EXP 	stim 8: autoDraw = False
91.2066 	EXP 	slow_text: autoDraw = False
91.2066 	EXP 	fast_text: autoDraw = False
91.2066 	EXP 	good_text: autoDraw = False
91.2066 	EXP 	stim 8: fillColor = [1, 1, 1]
