0.0747 	INFO 	Loaded SoundDevice with PortAudio V19.6.0-devel, revision 396fe4b6699ae929d3a685b3ef8a7e97396139a4
23.8701 	EXP 	Created pause_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='pause_text', opacity=1.0, ori=0.0, pos=array([0. , 0.7]), rgb=array([1., 1., 1.]), text='Press ten times to continue.', units='norm', win=Window(...), wrapWidth=1)
27.5864 	EXP 	unnamed BufferImageStim: autoDraw = True
28.0531 	INFO 	Trial 0 start: 28.035833
28.6856 	EXP 	Drew image 2 at 0.633197
28.6856 	EXP 	Expected onset: 0.616667
28.6856 	EXP 	stim 2: autoDraw = True
29.5685 	EXP 	slow_text: autoDraw = True
29.6516 	EXP 	stim 2: autoDraw = False
29.6516 	EXP 	slow_text: autoDraw = False
29.6516 	EXP 	fast_text: autoDraw = False
29.6516 	EXP 	good_text: autoDraw = False
29.6516 	EXP 	stim 2: fillColor = [1, 1, 1]
66.5152 	INFO 	Trial 1 start: 66.498508
67.3479 	EXP 	Drew image 8 at 0.832919
67.3480 	EXP 	Expected onset: 0.816667
67.3479 	EXP 	stim 8: autoDraw = True
68.0309 	EXP 	slow_text: autoDraw = True
68.0309 	EXP 	stim 8: fillColor = [1, -1, -1]
68.1464 	WARNING 	t of last frame was 32.08ms (=1/31)
68.1464 	EXP 	stim 8: autoDraw = False
68.1464 	EXP 	slow_text: autoDraw = False
68.1464 	EXP 	fast_text: autoDraw = False
68.1464 	EXP 	good_text: autoDraw = False
68.1464 	EXP 	stim 8: fillColor = [1, 1, 1]
68.6640 	INFO 	Trial 2 start: 68.647219
69.5302 	EXP 	Drew image 6 at 0.866597
69.5302 	EXP 	Expected onset: 0.850000
69.5302 	EXP 	stim 6: autoDraw = True
70.1799 	EXP 	good_text: autoDraw = True
70.1799 	EXP 	stim 6: fillColor = [-1, 1, -1]
70.2805 	EXP 	stim 6: autoDraw = False
70.2805 	EXP 	slow_text: autoDraw = False
70.2805 	EXP 	fast_text: autoDraw = False
70.2805 	EXP 	good_text: autoDraw = False
70.2805 	EXP 	stim 6: fillColor = [1, 1, 1]
70.8130 	INFO 	Trial 3 start: 70.796182
71.5292 	EXP 	Drew image 1 at 0.716415
71.5292 	EXP 	Expected onset: 0.700000
71.5291 	EXP 	stim 1: autoDraw = True
72.3287 	EXP 	good_text: autoDraw = True
72.3287 	EXP 	stim 1: fillColor = [-1, 1, -1]
72.4287 	EXP 	stim 1: autoDraw = False
72.4287 	EXP 	slow_text: autoDraw = False
72.4287 	EXP 	fast_text: autoDraw = False
72.4287 	EXP 	good_text: autoDraw = False
72.4287 	EXP 	stim 1: fillColor = [1, 1, 1]
72.9618 	INFO 	Trial 4 start: 72.944994
73.9950 	EXP 	Drew image 0 at 1.032797
73.9950 	EXP 	Expected onset: 1.016667
73.9950 	EXP 	stim 0: autoDraw = True
74.4775 	EXP 	slow_text: autoDraw = True
74.4775 	EXP 	stim 0: fillColor = [1, -1, -1]
74.5775 	EXP 	stim 0: autoDraw = False
74.5775 	EXP 	slow_text: autoDraw = False
74.5775 	EXP 	fast_text: autoDraw = False
74.5775 	EXP 	good_text: autoDraw = False
74.5775 	EXP 	stim 0: fillColor = [1, 1, 1]
75.1106 	INFO 	Trial 5 start: 75.093889
75.8102 	EXP 	Drew image 4 at 0.700827
75.8102 	EXP 	Expected onset: 0.700000
75.8101 	EXP 	stim 4: autoDraw = True
76.6264 	EXP 	good_text: autoDraw = True
76.6264 	EXP 	stim 4: fillColor = [-1, 1, -1]
76.7265 	EXP 	stim 4: autoDraw = False
76.7265 	EXP 	slow_text: autoDraw = False
76.7265 	EXP 	fast_text: autoDraw = False
76.7265 	EXP 	good_text: autoDraw = False
76.7265 	EXP 	stim 4: fillColor = [1, 1, 1]
77.2593 	INFO 	Trial 6 start: 77.242565
78.3755 	EXP 	Drew image 7 at 1.117454
78.3755 	EXP 	Expected onset: 1.100000
78.3754 	EXP 	stim 7: autoDraw = True
78.7586 	EXP 	slow_text: autoDraw = True
78.7586 	EXP 	stim 7: fillColor = [-1, 1, -1]
78.8586 	EXP 	stim 7: autoDraw = False
78.8586 	EXP 	slow_text: autoDraw = False
78.8586 	EXP 	fast_text: autoDraw = False
78.8586 	EXP 	good_text: autoDraw = False
78.8586 	EXP 	stim 7: fillColor = [1, 1, 1]
79.3915 	INFO 	Trial 7 start: 79.374886
80.4411 	EXP 	Drew image 5 at 1.049388
80.4412 	EXP 	Expected onset: 1.033333
80.4411 	EXP 	stim 5: autoDraw = True
80.9073 	EXP 	slow_text: autoDraw = True
80.9073 	EXP 	stim 5: fillColor = [-1, 1, -1]
81.0075 	EXP 	stim 5: autoDraw = False
81.0075 	EXP 	slow_text: autoDraw = False
81.0075 	EXP 	fast_text: autoDraw = False
81.0075 	EXP 	good_text: autoDraw = False
81.0075 	EXP 	stim 5: fillColor = [1, 1, 1]
81.5407 	INFO 	Trial 8 start: 81.523715
82.2400 	EXP 	Drew image 6 at 0.699471
82.2400 	EXP 	Expected onset: 0.683333
82.2400 	EXP 	stim 6: autoDraw = True
83.0563 	EXP 	good_text: autoDraw = True
83.0563 	EXP 	stim 6: fillColor = [-1, 1, -1]
83.1569 	EXP 	stim 6: autoDraw = False
83.1569 	EXP 	slow_text: autoDraw = False
83.1569 	EXP 	fast_text: autoDraw = False
83.1569 	EXP 	good_text: autoDraw = False
83.1569 	EXP 	stim 6: fillColor = [1, 1, 1]
83.6893 	INFO 	Trial 9 start: 83.672572
84.4389 	EXP 	Drew image 5 at 0.749625
84.4389 	EXP 	Expected onset: 0.733333
84.4388 	EXP 	stim 5: autoDraw = True
85.2051 	EXP 	good_text: autoDraw = True
85.2051 	EXP 	stim 5: fillColor = [-1, 1, -1]
85.3051 	EXP 	stim 5: autoDraw = False
85.3051 	EXP 	slow_text: autoDraw = False
85.3051 	EXP 	fast_text: autoDraw = False
85.3051 	EXP 	good_text: autoDraw = False
85.3051 	EXP 	stim 5: fillColor = [1, 1, 1]
85.8381 	INFO 	Trial 10 start: 85.821400
86.9209 	EXP 	Drew image 9 at 1.082984
86.9209 	EXP 	Expected onset: 1.066667
86.9209 	EXP 	stim 9: autoDraw = True
87.3538 	EXP 	slow_text: autoDraw = True
87.4540 	EXP 	stim 9: autoDraw = False
87.4540 	EXP 	slow_text: autoDraw = False
87.4540 	EXP 	fast_text: autoDraw = False
87.4540 	EXP 	good_text: autoDraw = False
87.4540 	EXP 	stim 9: fillColor = [1, 1, 1]
87.9870 	INFO 	Trial 11 start: 87.970225
88.8365 	EXP 	Drew image 7 at 0.849641
88.8365 	EXP 	Expected onset: 0.833333
88.8365 	EXP 	stim 7: autoDraw = True
89.5027 	EXP 	good_text: autoDraw = True
89.5027 	EXP 	stim 7: fillColor = [-1, 1, -1]
89.6027 	EXP 	stim 7: autoDraw = False
89.6027 	EXP 	slow_text: autoDraw = False
89.6027 	EXP 	fast_text: autoDraw = False
89.6027 	EXP 	good_text: autoDraw = False
89.6027 	EXP 	stim 7: fillColor = [1, 1, 1]
90.1357 	INFO 	Trial 12 start: 90.119369
91.0686 	EXP 	Drew image 2 at 0.932607
91.0686 	EXP 	Expected onset: 0.916667
91.0686 	EXP 	stim 2: autoDraw = True
91.6515 	EXP 	good_text: autoDraw = True
91.6515 	EXP 	stim 2: fillColor = [1, -1, -1]
91.7514 	EXP 	stim 2: autoDraw = False
91.7514 	EXP 	slow_text: autoDraw = False
91.7514 	EXP 	fast_text: autoDraw = False
91.7514 	EXP 	good_text: autoDraw = False
91.7514 	EXP 	stim 2: fillColor = [1, 1, 1]
92.2846 	INFO 	Trial 13 start: 92.268097
93.2175 	EXP 	Drew image 4 at 0.932700
93.2175 	EXP 	Expected onset: 0.916667
93.2174 	EXP 	stim 4: autoDraw = True
93.8006 	EXP 	slow_text: autoDraw = True
93.9132 	WARNING 	t of last frame was 29.30ms (=1/34)
93.9132 	EXP 	stim 4: autoDraw = False
93.9132 	EXP 	slow_text: autoDraw = False
93.9132 	EXP 	fast_text: autoDraw = False
93.9132 	EXP 	good_text: autoDraw = False
93.9132 	EXP 	stim 4: fillColor = [1, 1, 1]
93.9336 	WARNING 	t of last frame was 20.41ms (=1/48)
94.4334 	INFO 	Trial 14 start: 94.416846
95.4996 	EXP 	Drew image 6 at 1.066093
95.4996 	EXP 	Expected onset: 1.050000
95.4996 	EXP 	stim 6: autoDraw = True
95.9494 	EXP 	slow_text: autoDraw = True
95.9494 	EXP 	stim 6: fillColor = [-1, 1, -1]
96.0493 	EXP 	stim 6: autoDraw = False
96.0493 	EXP 	slow_text: autoDraw = False
96.0493 	EXP 	fast_text: autoDraw = False
96.0493 	EXP 	good_text: autoDraw = False
96.0493 	EXP 	stim 6: fillColor = [1, 1, 1]
96.5823 	INFO 	Trial 15 start: 96.565631
97.3484 	EXP 	Drew image 9 at 0.766419
97.3484 	EXP 	Expected onset: 0.750000
97.3484 	EXP 	stim 9: autoDraw = True
98.0982 	EXP 	fast_text: autoDraw = True
98.0982 	EXP 	stim 9: fillColor = [-1, 1, -1]
98.1816 	EXP 	stim 9: autoDraw = False
98.1816 	EXP 	slow_text: autoDraw = False
98.1816 	EXP 	fast_text: autoDraw = False
98.1816 	EXP 	good_text: autoDraw = False
98.1816 	EXP 	stim 9: fillColor = [1, 1, 1]
98.7145 	INFO 	Trial 16 start: 98.697770
99.4141 	EXP 	Drew image 2 at 0.700032
99.4141 	EXP 	Expected onset: 0.700000
99.4140 	EXP 	stim 2: autoDraw = True
100.2303 	EXP 	fast_text: autoDraw = True
100.2303 	EXP 	stim 2: fillColor = [-1, 1, -1]
100.3303 	EXP 	stim 2: autoDraw = False
100.3303 	EXP 	slow_text: autoDraw = False
100.3303 	EXP 	fast_text: autoDraw = False
100.3303 	EXP 	good_text: autoDraw = False
100.3303 	EXP 	stim 2: fillColor = [1, 1, 1]
100.8633 	INFO 	Trial 17 start: 100.846628
101.9294 	EXP 	Drew image 8 at 1.066388
101.9295 	EXP 	Expected onset: 1.050000
101.9294 	EXP 	stim 8: autoDraw = True
102.3790 	EXP 	slow_text: autoDraw = True
102.3790 	EXP 	stim 8: fillColor = [1, -1, -1]
102.4791 	EXP 	stim 8: autoDraw = False
102.4791 	EXP 	slow_text: autoDraw = False
102.4791 	EXP 	fast_text: autoDraw = False
102.4791 	EXP 	good_text: autoDraw = False
102.4791 	EXP 	stim 8: fillColor = [1, 1, 1]
102.9959 	INFO 	Trial 18 start: 102.978831
104.0449 	EXP 	Drew image 4 at 1.049425
104.0449 	EXP 	Expected onset: 1.033333
104.0449 	EXP 	stim 4: autoDraw = True
104.5113 	EXP 	slow_text: autoDraw = True
104.6113 	EXP 	stim 4: autoDraw = False
104.6113 	EXP 	slow_text: autoDraw = False
104.6113 	EXP 	fast_text: autoDraw = False
104.6113 	EXP 	good_text: autoDraw = False
104.6113 	EXP 	stim 4: fillColor = [1, 1, 1]
105.1444 	INFO 	Trial 19 start: 105.127669
105.8106 	EXP 	Drew image 1 at 0.667110
105.8107 	EXP 	Expected onset: 0.666667
105.8106 	EXP 	stim 1: autoDraw = True
106.6602 	EXP 	good_text: autoDraw = True
106.6602 	EXP 	stim 1: fillColor = [-1, 1, -1]
106.7602 	EXP 	stim 1: autoDraw = False
106.7602 	EXP 	slow_text: autoDraw = False
106.7602 	EXP 	fast_text: autoDraw = False
106.7602 	EXP 	good_text: autoDraw = False
106.7602 	EXP 	stim 1: fillColor = [1, 1, 1]
107.2932 	INFO 	Trial 20 start: 107.276423
108.3425 	EXP 	Drew image 4 at 1.049912
108.3425 	EXP 	Expected onset: 1.033333
108.3425 	EXP 	stim 4: autoDraw = True
108.8091 	EXP 	slow_text: autoDraw = True
108.8091 	EXP 	stim 4: fillColor = [-1, 1, -1]
108.9090 	EXP 	stim 4: autoDraw = False
108.9090 	EXP 	slow_text: autoDraw = False
108.9090 	EXP 	fast_text: autoDraw = False
108.9090 	EXP 	good_text: autoDraw = False
108.9090 	EXP 	stim 4: fillColor = [1, 1, 1]
109.4420 	INFO 	Trial 21 start: 109.425361
110.4415 	EXP 	Drew image 7 at 0.999408
110.4416 	EXP 	Expected onset: 0.983333
110.4415 	EXP 	stim 7: autoDraw = True
110.9579 	EXP 	good_text: autoDraw = True
110.9579 	EXP 	stim 7: fillColor = [-1, 1, -1]
111.0577 	EXP 	stim 7: autoDraw = False
111.0577 	EXP 	slow_text: autoDraw = False
111.0577 	EXP 	fast_text: autoDraw = False
111.0577 	EXP 	good_text: autoDraw = False
111.0577 	EXP 	stim 7: fillColor = [1, 1, 1]
111.5908 	INFO 	Trial 22 start: 111.574034
112.5902 	EXP 	Drew image 2 at 1.000462
112.5903 	EXP 	Expected onset: 1.000000
112.5902 	EXP 	stim 2: autoDraw = True
113.1065 	EXP 	slow_text: autoDraw = True
113.1065 	EXP 	stim 2: fillColor = [-1, 1, -1]
113.2066 	EXP 	stim 2: autoDraw = False
113.2066 	EXP 	slow_text: autoDraw = False
113.2066 	EXP 	fast_text: autoDraw = False
113.2066 	EXP 	good_text: autoDraw = False
113.2066 	EXP 	stim 2: fillColor = [1, 1, 1]
113.7397 	INFO 	Trial 23 start: 113.723126
114.8224 	EXP 	Drew image 5 at 1.082852
114.8224 	EXP 	Expected onset: 1.066667
114.8224 	EXP 	stim 5: autoDraw = True
115.2554 	EXP 	slow_text: autoDraw = True
115.2554 	EXP 	stim 5: fillColor = [1, -1, -1]
115.3555 	EXP 	stim 5: autoDraw = False
115.3555 	EXP 	slow_text: autoDraw = False
115.3555 	EXP 	fast_text: autoDraw = False
115.3555 	EXP 	good_text: autoDraw = False
115.3555 	EXP 	stim 5: fillColor = [1, 1, 1]
115.8886 	INFO 	Trial 24 start: 115.872214
116.5382 	EXP 	Drew image 6 at 0.650348
116.5382 	EXP 	Expected onset: 0.633333
116.5381 	EXP 	stim 6: autoDraw = True
117.4044 	EXP 	fast_text: autoDraw = True
117.4044 	EXP 	stim 6: fillColor = [-1, 1, -1]
117.5099 	WARNING 	t of last frame was 22.21ms (=1/45)
117.5099 	EXP 	stim 6: autoDraw = False
117.5099 	EXP 	slow_text: autoDraw = False
117.5099 	EXP 	fast_text: autoDraw = False
117.5099 	EXP 	good_text: autoDraw = False
117.5099 	EXP 	stim 6: fillColor = [1, 1, 1]
118.0379 	INFO 	Trial 25 start: 118.020650
119.0876 	EXP 	Drew image 0 at 1.049380
119.0876 	EXP 	Expected onset: 1.033333
119.0876 	EXP 	stim 0: autoDraw = True
119.5533 	EXP 	slow_text: autoDraw = True
119.5533 	EXP 	stim 0: fillColor = [-1, 1, -1]
119.6366 	EXP 	stim 0: autoDraw = False
119.6366 	EXP 	slow_text: autoDraw = False
119.6366 	EXP 	fast_text: autoDraw = False
119.6366 	EXP 	good_text: autoDraw = False
119.6366 	EXP 	stim 0: fillColor = [1, 1, 1]
120.1696 	INFO 	Trial 26 start: 120.152746
120.9524 	EXP 	Drew image 3 at 0.783559
120.9524 	EXP 	Expected onset: 0.766667
120.9523 	EXP 	stim 3: autoDraw = True
121.6854 	EXP 	good_text: autoDraw = True
121.6854 	EXP 	stim 3: fillColor = [1, -1, -1]
121.7854 	EXP 	stim 3: autoDraw = False
121.7854 	EXP 	slow_text: autoDraw = False
121.7854 	EXP 	fast_text: autoDraw = False
121.7854 	EXP 	good_text: autoDraw = False
121.7854 	EXP 	stim 3: fillColor = [1, 1, 1]
122.3184 	INFO 	Trial 27 start: 122.301754
123.1679 	EXP 	Drew image 3 at 0.849835
123.1680 	EXP 	Expected onset: 0.833333
123.1679 	EXP 	stim 3: autoDraw = True
123.8342 	EXP 	slow_text: autoDraw = True
123.9177 	EXP 	stim 3: autoDraw = False
123.9177 	EXP 	slow_text: autoDraw = False
123.9177 	EXP 	fast_text: autoDraw = False
123.9177 	EXP 	good_text: autoDraw = False
123.9177 	EXP 	stim 3: fillColor = [1, 1, 1]
188.1829 	INFO 	Trial 28 start: 188.166512
188.9158 	EXP 	Drew image 8 at 0.733001
188.9158 	EXP 	Expected onset: 0.716667
188.9158 	EXP 	stim 8: autoDraw = True
189.6989 	EXP 	fast_text: autoDraw = True
189.6989 	EXP 	stim 8: fillColor = [-1, 1, -1]
189.7824 	EXP 	stim 8: autoDraw = False
189.7824 	EXP 	slow_text: autoDraw = False
189.7824 	EXP 	fast_text: autoDraw = False
189.7824 	EXP 	good_text: autoDraw = False
189.7824 	EXP 	stim 8: fillColor = [1, 1, 1]
190.3152 	INFO 	Trial 29 start: 190.298330
191.1313 	EXP 	Drew image 2 at 0.817124
191.1313 	EXP 	Expected onset: 0.800000
191.1312 	EXP 	stim 2: autoDraw = True
191.8309 	EXP 	good_text: autoDraw = True
191.8309 	EXP 	stim 2: fillColor = [-1, 1, -1]
191.9309 	EXP 	stim 2: autoDraw = False
191.9309 	EXP 	slow_text: autoDraw = False
191.9309 	EXP 	fast_text: autoDraw = False
191.9309 	EXP 	good_text: autoDraw = False
191.9309 	EXP 	stim 2: fillColor = [1, 1, 1]
192.4640 	INFO 	Trial 30 start: 192.447160
193.3135 	EXP 	Drew image 0 at 0.849565
193.3135 	EXP 	Expected onset: 0.833333
193.3134 	EXP 	stim 0: autoDraw = True
193.9797 	EXP 	good_text: autoDraw = True
193.9797 	EXP 	stim 0: fillColor = [1, -1, -1]
194.0801 	EXP 	stim 0: autoDraw = False
194.0801 	EXP 	slow_text: autoDraw = False
194.0801 	EXP 	fast_text: autoDraw = False
194.0801 	EXP 	good_text: autoDraw = False
194.0801 	EXP 	stim 0: fillColor = [1, 1, 1]
194.6127 	INFO 	Trial 31 start: 194.596006
